tujuan_penyaluran,alamat_tujuan,nama_kota_kab_tujuan,nama_provinsi_tujuan
PT ANUGERAH BALINDO CENTRAFARMA,"JL. BAKUNG NO.28, BANJAR TOHPATI DENPASAR",Kota Denpasar,Bali
PT ANUGERAH BALINDO CENTRAFARMA PT ABC KESIMAN KERTALANGU DENPASAR TIMUR,JALAN BAKUNG NO 28 DESA/KELURAHAN KESIMAN KERT ALANGU KECAMATAN DENPASAR TIMUR KOTA DENPASAR BALI 80237 INDONESIA,Kota Denpasar,Bali
PT ANUGERAH BALINDO CENTRAFARMA PT ABC KESIMAN KERTALANGU DENPASAR TIMUR,KOTA DENPASAR,Kota Denpasar,Bali
PT ANUGERAH MITRA JAYA,JL.PANJANG JIWO BLOK A-31-SURABAYA,Kota Surabaya,Jawa Timur
PT ANUGRAH ARGON MEDICA,"JL. SIMPANG RANUGRATI NO.20 RT.03 RW.04 KEL.SAWOJAJAR KEC.KEDUNGKANDANG, KOTA MALANG",Kota Malang,Jawa Timur
PT ANUGRAH MITRA JAYA,JL.PANJANG JIWO NO.46-48 BLOK.A/31-32,Kota Surabaya,Jawa Timur
PT ANUGRAH MITRA JAYA,"Ruko Panji Makmur, Jl. Panjang Jiwo No.Blok A31, Panjang Jiwo, Kec. Tenggilis Mejoyo, Surabaya",Kota Surabaya,Jawa Timur
PT APOTEK CINDI JAYA,JL RAYA SUTOREJO PRIMA NO.3-SURABAYA,Kota Surabaya,Jawa Timur
PT APOTEK PRIMA SUMENEP,JALAN DOKTER WAHIDIN 47 RT.004 RW.001 PAJAGALAN. KOTA SUMENEP,Sumenep,Jawa Timur
PT APOTEK PRIMA SUMENEP 16P SO,JALAN DOKTER WAHIDIN 47 RT.004 RW.001 PAJAGALAN. KOTA SUMENEP,Sumenep,Jawa Timur
PT APOTIK PRIMA SUMENEP,JALAN DOKTER WAHIDIN 47 RT.004 RW.001 PAJAGALAN. KOTA SUMENEP,Sumenep,Jawa Timur
PT ARAS MEDIKA ALKESINDO,"JL. NN SAAR SOPACUA RT.005 RW.004, KEL.KUDAMATI, KEC.NUSANIWE, KOTA MABON, MALUKU",Kota Ambon,Maluku
PT ARAS MEDIKA ALKESINDO,"JL. NN SAAR SOPACUA RT.005 RW.004, KEL.KUDAMATI, KEC.NUSANIWE, KOTA AMBON, MALUKU",Kota Ambon,Maluku
PT AROFA BERKAH ABADI,JL. TRUNOJOYO NO. 130,Pamekasan,Jawa Timur
PT ASIA CENTRAL MEDICA,KOMP.RUKO MEGA GROSIR CEMPAKA MAS BLOK N NO.2 JAKARTA PUSAT,Kota Administrasi Jakarta Pusat,Dki Jakarta
PT ASITA SUKSES ABADI PHARMINDO,"JL.MEDOKAN AYU BLOK.MA.I/A-RT 004 RW 005,KEL.MEDOKAN AYU",Kota Surabaya,Jawa Timur
PT ASTRO MEGA FARMA,JL.KENDASARI SELATAN NO.16-SURABAYA,Kota Surabaya,Jawa Timur
PT AVIGA SAE JAYA,SUKOHARJO,Sukoharjo,Jawa Tengah
PT AVILA MEDIKA PRATAMA,"JALAN OGI LATE NO.05, KEL.TUREKISA, KEC. GOLEWA BARAT, NGADA-NTT",Pamekasan,Jawa Timur
PT AWAM MEDIKA NUSANTARA,"KOMPLEK PERGUDANGAN AWAM, GEDUNG C. JL. RAYA GRESIK - BABAT SURABAYA KM 5 GEMBONG - BABAT",Lamongan,Jawa Timur
PT AWAM MEDIKA NUSANTARA,"JL. RAYA BABAT, DS/KEL GEMBONG, KEC BABAT, KAB LAMONGAN",Lamongan,Jawa Timur
PT AWAM MEDIKA NUSANTARA,"KOMPLEK PERGUDANGAN AWAM JL. RAYA BABAT SURABAYA KM 5, DS GEMBONG, KEC. BABAT, KAB. LAMONGAN, JAWA TIMUR",Lamongan,Jawa Timur
PT AWAM MEDIKA NUSANTARA,"KOMPLEK PERGUDANGAN AWAM JL. RAYA BABAT SURABAYA KM 5, DESA GEMBONG LAMONGAN",Lamongan,Jawa Timur
PT BADAN MAIWA FARMA,JL TRIKORA WOSI NO.777 KEL.WOSI KEC.MANOKWARI KAB MANOKWARI; MANOKWARI BARAT,Manokwari,Papua Barat
PT BADES JAYA FARMA,JL.TRIKORAWOSINO56RT001RW001KELWOSIKECMANOKWARIBARATKAB,Manokwari,Papua Barat
PT BADES JAYA FARMA,JL. TRIKORA WOSI NO.56 KEC.MANOKWARI BARAT,Manokwari,Papua Barat
PT BADES JAYA FARMA,TRIKORA WOSI NO 56 RT 001/RW001 NO 56 MANOKWARI,Manokwari,Papua Barat
PT BALIEM MEDIKA PAPUA,"PERUM UNCEN BARU JL. MELATI NO. 60, KEL. VIM",Kota Jayapura,Papua
PT BANERA MEDIKA FARMA,"JL. DR. SOETOMO NO. 31, RT07 RW 02, KEL. WATU, KEC. LANGKE REMBONG, KAB. MANGGAR",Manggarai,Nusa Tenggara Timur
PT BANGUN DHARMA HUSADA,JL.RAYA NGORO NO.192 KEC.NGORO MOJOKERTO,Mojokerto,Jawa Timur
PT BANGUN MITRA FARMASINDO,JL. SISWA LINGKUNGAN III NO. 77 KEL.TAAS KEC. TIKALA KOTA MANADO 95129 MANADO,Kota Manado,Sulawesi Utara
PT BANYUWANGI PHARMA UTAMA,JL. SUMBERAYU NO. 261 DS. SUMBERBERAS KEC. MUNCAR,Banyuwangi,Jawa Timur
PT BANYUWANGI PHARMA UTAMA,"Jl. SUMBERAYU 261 RT. 001 RW. 008 KEL. SUMBERBERAS KEC. MUNCAR, BANYUWANGI (KAB) 68472, JAWA TIMUR",Banyuwangi,Jawa Timur
PT BANYUWANGI PHARMA UTAMA,JL. RAYA SUMBERAYU NO. 261 SUMBERBERAS MUNCAR BANYUWANGI 68472,Banyuwangi,Jawa Timur
PT BANYUWANGI PHARMA UTAMA,BANYUWANGI,Banyuwangi,Jawa Timur
PT BANYUWANGI PHARMA UTAMA,JL.SUMBERAYU NO.261 DS.SUMBERBERAS KEC.MUNCAR,Banyuwangi,Jawa Timur
PT BANYUWANGI PHARMA UTAMA,JL. SUMBERAYU 261 RT. 001 RW. 008,Banyuwangi,Jawa Timur
PT BANYUWANGI PHARMA UTAMA,JL. SUMBER AYU NO.261 DUSUN SIDOMULYO. SUMBER BERAS MUNCAR,Banyuwangi,Jawa Timur
PT BANYUWANGI PHARMA UTAMA,JL. SUMBERAYU NO.261 BANYUWANGI,Banyuwangi,Jawa Timur
PT BANYUWANGI PHARMA UTAMA,JL. SUMBERAYU NO.261 DESA SUMBERBERAS,Banyuwangi,Jawa Timur
PT BANYUWANGI PHARMA UTAMA JBR,JL. SUMBERAYU NO. 261 DS. SUMBERBERAS JEMBER,Jember,Jawa Timur
PT BERKAT CAHAYA LESTARI FARMA,"KOMPLEK PERGUDANGAN SIRIE BLOK E-23, KEL. RANGKAHKIDUL, KEC. SIDOARJO, KAB. SIDOARJO JAWA TIMURINDONESIA",Sidoarjo,Jawa Timur
PT BERKAT GUNA ANUGRAH,"JL. ARIE LASUT, PERUMAHAN KOMBOS HOLLY LESTARI BLOK G NO. 2/4, KEL. KAIRAGI SATU, KEC. MAPANGETMANADO SULAWESI UTARA",Kota Manado,Sulawesi Utara
PT BERKAT JAYA PHARMA,JL.KARYA BARU NO.43 PONTIANAK,Kota Pontianak,Kalimantan Barat
PT BERKAT MAHKOTA PUTRA,PERGUDANGAN TAMAN TEKNO BSD CITY BLOK K-02 NO.19-20 SETU SETU TANGERANG SELATAN BANTEN,Kota Tangerang Selatan,Banten
PT BERKAT MAHKOTA PUTRA,"PERGUDANGAN TAMAN TEKNO, BLOK K2 NO 19-20, KEL SETU KEC SETU TANGERANG SELATAN",Kota Tangerang Selatan,Banten
PT BERKAT SURYA PHARMINDO,"JL. BERUNTUNG JAYA NO92A,PEMURUS DALAM,BANJARMASINBANJARMASIN-KALSEL",Kota Banjarmasin,Kalimantan Selatan
PT BERLIAN GHULAM PRATAMA,"JL. MASJID JAMI LR.03, KEL. WATTANG KEC. POLEWALI, POLEWALI MANDAR - SULAWESI BARAT POLEWALI MANDAR",Polewali Mandar,Sulawesi Barat
PT BESTURI DELTA MEDIKA,JL.RAYA MANYAR NO.09-SURABAYA,Kota Surabaya,Jawa Timur
PT BESTURI DELTA MEDIKARS BED,JL.MANYAR NO.9 SURABAYA,Kota Surabaya,Jawa Timur
PT BIMA SAKTI MEDICA,JL. ALANG ALANG LEBAR PERGUDANGAN SKY PARK NO. GB 01 PALEMBANG,Kota Palembang,Sumatera Selatan
PT BIMA SAKTI MEDICA,JL. ALANG ALANG LEBAR PERGUDANGAN SKY PARK BIZZ NO GB 01 RT.012 RW.005 PALEMBANG,Kota Palembang,Sumatera Selatan
PT BINA MAJU JAYA SUKSES,"Dk. Jamur RT. 02 RW. 08 Trangsan, Gatak SUKOHARJO",Sukoharjo,Jawa Tengah
PT BINA MITRA JAYA BERSAMA,"JL. RAYA WARU, RUKO GATEWAY A 34-37, KEC. GEDANGAN, KAB.SIDOARJO",Sidoarjo,Jawa Timur
PT BINA MITRA JAYA BERSAMA,RUKO GATEWAY BLK A/36-37 RT.03,Sidoarjo,Jawa Timur
PT BINA SAN PRIMA ACEH,"Jl. Soekarno Hatta No.110, Meunasah Manyet, Aceh Besar",Aceh Besar,Aceh
PT BINA SAN PRIMA BANDUNG,Jl. Purnawarman No. 47 Bandung 40116,Kota Bandung,Jawa Barat
PT BINA SAN PRIMA BANJARMASIN,"Jl. A.Yani KM.19 Rt.11 Rw.03 Kel.Landasan Ulin Barat,Kec.Liang Anggang",Kota Banjarmasin,Kalimantan Selatan
PT BINA SAN PRIMA BEKASI,Jl. RA Kartini No.14 Rt.005 Rw.001 - Bekasi - Jawa Barat,Kota Bekasi,Jawa Barat
PT BINA SAN PRIMA BENGKULU,Jl. Cempaka Kebun Beler No 206 RT 004 RW 002,Kota Bengkulu,Bengkulu
PT BINA SAN PRIMA JAKARTA I,"Jl. Bojong Indah Raya No 5 Rawabuaya Cengkareng Jakbar RT 005/ RW 01 , Kec : Cengkareng , Kel : Raw",Kota Administrasi Jakarta Barat,Dki Jakarta
PT BINA SAN PRIMA JAKARTA I,"Jl. Raya Bojong Indah No.5, Kel. Rawa Buaya, Kec. Cengkareng Jakarta Barat",Kota Administrasi Jakarta Barat,Dki Jakarta
PT BINA SAN PRIMA JAKARTA III,Jl. Industri I No. 20 Rt 004 / Rw. 004 Kp Bojong Larang-Bojong Jaya Karawaci Tangerang 15115,Kota Tangerang,Banten
PT BINA SAN PRIMA JAKARTA III,JL. INDUSTRI I NO. 20 BOJONG LARANG RT. 04 RW. 04 BOJONG JAYA - KARAWACI TANGERANG – PROVINSI BANTEN,Kota Tangerang,Banten
PT BINA SAN PRIMA JAMBI,Jl. L Selatan No. 11 RT 26 Kel. Kenali Asam Bawah Jambi,Kota Jambi,Jambi
PT BINA SAN PRIMA JEMBER,Jl. Letjend. Sutoyo No.138 Jember,Jember,Jawa Timur
PT BINA SAN PRIMA KARAWANG,"Jl. Rangga Gede No. 195 Tanjung Pura, Karawang",Karawang,Jawa Barat
PT BINA SAN PRIMA KARAWANG,Jl. Rangga Gede No. 195 Tanjung Pura - Karawang,Karawang,Jawa Barat
PT BINA SAN PRIMA KEDIRI,Jl. Mauni Gg. Industri No. 7 Bangsal Pesantren,Kota Kediri,Jawa Timur
PT BINA SAN PRIMA KEDIRI,Jl.Mauni Gg. Industri No. 7 Kota Kediri,Kota Kediri,Jawa Timur
PT BINA SAN PRIMA KUPANG,"Jl. Pulau Indah No. 29 Oesapa Barat, Kupang, NTT - 85111",Kota Kupang,Nusa Tenggara Timur
PT BINA SAN PRIMA KUPANG,Jl. Pulau Indah No. 29 Oesapa Barat,Kota Kupang,Nusa Tenggara Timur
PT BINA SAN PRIMA LAMPUNG,Jl. Tembesu No. 16 A Campang RayaBandarLampung,Kota Bandar Lampung,Lampung
PT BINA SAN PRIMA LAMPUNG,"Jl. Tembesu No. 16 A, Campang Raya, Bandar Lampung",Kota Bandar Lampung,Lampung
PT BINA SAN PRIMA MADIUN,"Jl Raya Merak No.1 Nambangan Kidul, Kec. Manguharjo Kota Madiun - 63128",Kota Madiun,Jawa Timur
PT BINA SAN PRIMA MADIUN,Jln. Raya Ponorogo No. 11 Madiun,Kota Madiun,Jawa Timur
PT BINA SAN PRIMA MADIUN,"Jl.Merak No. 1 Kel Nambangan Kidul, Kec Manguharjo, Kota Madiun 63128",Kota Madiun,Jawa Timur
PT BINA SAN PRIMA MAKASAR,"Komp.Pergud&Industri Parangloe Indah Blok L1 No.2,3&6 Makassar",Kota Makassar,Sulawesi Selatan
PT BINA SAN PRIMA MAKASAR,"Jl. Ir. Sutami Kompleks Pergudangan dan Industri Parangloe Indah BLok L1 No. 2,3,dan 6 Makassar 9024",Kota Makassar,Sulawesi Selatan
PT BINA SAN PRIMA MALANG,"Jl.Raya Kendalpayak RT 13 RW 07 Kel. Kendalpayak, Kec. Pakisaji, Kab. Malang 65162",Malang,Jawa Timur
PT BINA SAN PRIMA MALANG,Jl. Raya Kendalpayak RT 13 RW 07 Kel. Kendalpayak Kec. Pakisaji Kab. Malang 65162,Malang,Jawa Timur
PT BINA SAN PRIMA MATARAM,"Jl. Selaparang No. 72 Ukir Kawi Kel. Mayura, Kec. Cakranegara - Mataram",Kota Mataram,Nusa Tenggara Barat
PT BINA SAN PRIMA PADANG,"Jl. ByPass KM. 11 No.21 B-C Kuranji, Sungai Sapih Padang",Kota Padang,Sumatera Barat
PT BINA SAN PRIMA PALEMBANG,Jl. Letjend Harun Sohar Komp. Palembang Star No. A16 - A18 Kel. Kebun Bunga RT. 018 RW. 007 Kec. Suk,Kota Palembang,Sumatera Selatan
PT BINA SAN PRIMA PALEMBANG,"Jln. Let. Jend. Harun Sohar Komplek Palembang Star No. A16-18 Kel. Kebun Bunga, Kec. Sukarami Palemb",Kota Palembang,Sumatera Selatan
PT BINA SAN PRIMA PATI,Jl. Raya Pati-Juwana RT.01 RW.01 Ds Widorokandang Kec.Pati Kab.Pati-Jawa Tengah 59119,Pati,Jawa Tengah
PT BINA SAN PRIMA PONTIANAK,Jl.Supadio KM 15.5 No. 6 Desa Arang Limbung Kec Sungai Kuburaya - Pontianak,Kota Pontianak,Kalimantan Barat
PT BINA SAN PRIMA PUSAT,Jl. Taman Sari No.12,Kota Bandung,Jawa Barat
PT BINA SAN PRIMA SAMARINDA,Jl. A. Wahab Syahrani RT 24 no. 48,Kota Samarinda,Kalimantan Timur
PT BINA SAN PRIMA SEMARANG,JL. Raya Kaligawe No.136 Semarang,Kota Semarang,Jawa Tengah
PT BINA SAN PRIMA SEMARANG,Jl. Raya Kaligawe No. 136 Semarang 50164,Kota Semarang,Jawa Tengah
PT BINA SAN PRIMA SERANG,"JL. Ayip Usman No. 8A Kaligandu, Serang - Banten Rt 002 Rw 011 ,Kel.Kaligandu, Kec.Serang",Kota Serang,Banten
PT BINA SAN PRIMA SERANG,Jl. Ayip Usman no.8A Kaligandu Serang - Banten,Kota Serang,Banten
PT BINA SAN PRIMA SERANG,Jl. Ayip Usman no.8A Kaligandu Serang Banten,Kota Serang,Banten
PT BINA SAN PRIMA SOLO,Jl. Adi Sumarmo No. 95 Kartasura Sukoharjo 57164,Sukoharjo,Jawa Tengah
PT BINA SAN PRIMA SOLO,Jl. Adi Sumarmo No. 95 Kartasura,Sukoharjo,Jawa Tengah
PT BINA SAN PRIMA SUKABUMI,"Jln. Baru jalur Sukaraja No. 53, Sukabumi",Sukabumi,Jawa Barat
PT BINA SAN PRIMA SUKABUMI,Jl. Raya Sukaraja no. 188,Sukabumi,Jawa Barat
PT BINA SAN PRIMA SURABAYA I,"Jl. Lebak Timur Indah IX No. 495A, Kel. Gading, Kec. Tambaksari, Kota Surabaya",Kota Surabaya,Jawa Timur
PT BINA SAN PRIMA SURABAYA I,JL. RAYA GUBENG NO. 16,Kota Surabaya,Jawa Timur
PT BINA SAN PRIMA SURABAYA I,Jl. Lebak Timur Indah XI No. 495 A - Surabaya,Kota Surabaya,Jawa Timur
PT BINA SAN PRIMA SURABAYA II,Jl. Rungkut Industri III No. 22 Surabaya 60293,Kota Surabaya,Jawa Timur
PT BINA SAN PRIMA SURABAYA II,Jl. Rungkut Industri 3 No. 22 Surabaya - 60293,Kota Surabaya,Jawa Timur
PT BINA SAN PRIMA SURABAYA II,Jl. Rungkut Industri III No. 22 Surabaya - 60293,Kota Surabaya,Jawa Timur
PT BINA SAN PRIMA SURABAYA-II,Jl. Rungkut Industri 3 No. 22 Surabaya - 60293,Kota Surabaya,Jawa Timur
PT BINA SAN PRIMA SURABAYA-II,Jl. Rungkut Industri III No. 22 Surabaya - 60293,Kota Surabaya,Jawa Timur
PT BINA SAN PRIMA TASIKMALAYA,JL. Ir. H. JUANDA 33 Kel Sukamulya Kec Bungursari Tasikmalaya,Tasikmalaya,Jawa Barat
PT BINA SAN PRIMA TASIKMALAYA,JL. Ir. H. Juanda No 33 Tasikmalaya - 46123,Tasikmalaya,Jawa Barat
PT BINA SAN PRIMA TEGAL,Jl. Industri No. 14 RT.05 RW.14 Panggung Tegal Timur,Kota Tegal,Jawa Tengah
PT BINA SAN PRIMA TEGAL,Jl. Industri No. 14 Kampung Surabayan Panggung Timur Kota Tegal - 52122,Kota Tegal,Jawa Tengah
PT BINA SAN PRIMA YOGYAKARTA,"Jl. Gedong kuning No. 116 kelurahan Rejowinangun, kecamatan Kotagede, Yogyakarta - 55171",Kota Yogyakarta,Daerah Istimewa Yogyakarta
PT BINA SAN PRIMA YOGYAKARTA,"Jl. Gedong Kuning No. 116 Rejowinangun, Kota Gede",Kota Yogyakarta,Daerah Istimewa Yogyakarta
PT BINTANG KEMBAR FARMA,"JL. BUSIRI UJUNG, KEL. PASAR SENTRAL, KEC. MIMIKA BARU, KAB. MIMIKA, PROV. PAPUA TENGAH",Mimika,Papua Tengah
PT BINTANG TIMUR HUSADA,JL. FURIA INDAH KOTARAJA JALUR II NO.96 KEL. WAHNO KEC. JAYAPURA SELATAN,Kota Jayapura,Papua
PT BINTANG TIMUR HUSADA,JL. FURIA INDAH KOTARAJA JALUR II NO. 96,Kota Jayapura,Papua
PT BINTANG TIMUR MEDICA,KOMPLEK PERGUDANGAN TRITAN POINT WEDI-GEDANGAN UNIT C 16 JL RAYA KETAJEN RT 000 RW 008,Sidoarjo,Jawa Timur
PT BINTANG TIMUR MEDICA,KOMPLEK PERGUDANGAN TRITAN POINT WEDI-GEDANGAN UNIT C 16 JL RAYA KETAJEN RT 000 RW 010,Sidoarjo,Jawa Timur
PT BINTANG TIMUR MEDICA,KOMPLEK PERGUDANGAN TRITAN POINT WEDI-GEDANGAN UNIT C 16 JL RAYA KETAJEN RT 000 RW 009,Sidoarjo,Jawa Timur
PT BINTANG TIMUR MEDICA,KOMPLEK PERGUDANGAN TRITAN POINT WEDI-GEDANGAN UNIT C 16 JL RAYA KETAJEN RT 000 RW 002,Sidoarjo,Jawa Timur
PT BINTANG TIMUR MEDICA,KOMPLEK PERGUDANGAN TRITAN POINT WEDI-GEDANGAN UNIT C 16 JL RAYA KETAJEN RT 000 RW 001,Sidoarjo,Jawa Timur
PT BINTANG TIMUR MEDICA,KOMPLEK PERGUDANGAN TRITAN POINT WEDI-GEDANGAN UNIT C 16 JL RAYA KETAJEN RT 000 RW 006,Sidoarjo,Jawa Timur
PT BINTANG TIMUR MEDICA,KOMPLEK PERGUDANGAN TRITAN POINT WEDI-GEDANGAN UNIT C 16 JL RAYA KETAJEN RT 000 RW 007,Sidoarjo,Jawa Timur
PT BINTANG TIMUR MEDICA,KOMPLEK PERGUDANGAN TRITAN POINT WEDI-GEDANGAN UNIT C 16 JL RAYA KETAJEN RT 000 RW 003,Sidoarjo,Jawa Timur
PT BINTANG TIMUR MEDICA,KOMPLEK PERGUDANGAN TRITAN POINT WEDI-GEDANGAN UNIT C 16 JL RAYA KETAJEN RT 000 RW 004,Sidoarjo,Jawa Timur
PT BINTANG TIMUR MEDICA,KOMPLEK PERGUDANGAN TRITAN POINT WEDI-GEDANGAN UNIT C 16 JL RAYA KETAJEN RT 000 RW 005,Sidoarjo,Jawa Timur
PT BINTANG TIMUR MEDICA,KOMPLEK PERGUDANGAN TRITAN POINT WEDI-GEDANGAN UNIT C 16 JL RAYA KETAJEN RT 000 RW 000,Sidoarjo,Jawa Timur
PT BRAMADA PARMASARI,JL.MAJAPAHIT 384 SEMARANG,Kota Semarang,Jawa Tengah
PT CAHAYA MUTIARA FARMA,Komp. Pergudangan Kav. 16 Jl. Kidemang Singomenggolo Sidoarjo,Sidoarjo,Jawa Timur
PT CAHAYA MUTIARA FARMA,KOMP. PERGUDANGAN KAV. 16 JL. KIDEMANG SINGOMENGGOLO DS. TL.031-99700288;031-99700188,Sidoarjo,Jawa Timur
PT CAHAYA MUTIARA FARMA,"KOMPLEK PERGUDANGAN KAV. 16, JL. KI DEMANG SINGOMENGGOLO RT 006 RW 002",Sidoarjo,Jawa Timur
PT CAHAYA MUTIARA FARMA,KOMPLEK PERGUDANGAN KAV 16 JL. K I DEMANG SINGOM ENGGOLO DESA SIDOMULYO KEL. BUDURAN KEC SIDOARJO,Sidoarjo,Jawa Timur
PT CAHAYA MUTIARA FARMA,"KOMPLEK PERGUDANGAN KAV.16, JL. KIDEMANG SINGOMENGGOLO, SIDOMULYO, BUDURAN SIDOARJO",Sidoarjo,Jawa Timur
PT CAHAYA MUTIARA FARMA,KAHURIPAN NIRWANA CA-29 NO.01 DESA SUMPUT,Sidoarjo,Jawa Timur
PT CAHAYA MUTIARA FARMA,PT. CAHAYA MUTIARA FARMA,Sidoarjo,Jawa Timur
PT CAHAYA SINTESA FARMA,"JL. KS. TUBUN NO. 36 RT. 11, KEL. DADI MULYA, KEC. SAMARINDA ULUSAMARINDA KALIMANTAN TIMUR",Kota Samarinda,Kalimantan Timur
PT CAHAYA SINTESA FARMA,JL. KS TUBUN NO.36 RT.11 KEL. SAMARINDA ULU,Kota Samarinda,Kalimantan Timur
PT CEMERLANG KHARISMA JAYA WIJAYA,JL.CANGKUANG SUKAMENAK NO.187 A KEC. DAYEUHKOLOT BANDUNG,Kota Bandung,Jawa Barat
PT CEMPAKA INDAH MURNI GRAHA,JL. GAYUNGAN PPN NO.7 SURABAYA,Kota Surabaya,Jawa Timur
PT CENTURY FRANCHISINDO UTAMA,"KOMPLEK RUKO CENTRA NIAGA IJEN BLOK H2 NO.3 JL. I.R. RAIS NO.119, BARENG, KLOJEN, KOTA MALANG 65111",Kota Malang,Jawa Timur
PT CENTURY FRANCHISINDO UTAMA CABANG SURABAYA,"RUKO SECTION ONE BLOK C10-C11, JL. RAYA RUNGKUT INDUSTRI, 60292",Kota Surabaya,Jawa Timur
PT CERAH CERIA SELALU,JL. SUMPAH PEMUDA NO. 63 RT. 001 RW. 030,Kota Surakarta,Jawa Tengah
PT CIPTA NIRMALA,JL.R.A KARTINI NO.280 TLOGOPATUT GRESIK,Gresik,Jawa Timur
PT CIPTA NIRMALA,JL. RA. KARTINI 280,Gresik,Jawa Timur
PT CIPTA NIRMALA,JL. RA. KARTINI 280 TLOGOPATUT - GRESIK .,Gresik,Jawa Timur
PT CIPTA NIRMALA - GRS,JALAN KART INI NO 280 GRESIK,Gresik,Jawa Timur
PT CITRA TUNAS MEDIKA,JL. RAYA NUSANTARA NO.191 DIAN REGENCY TROPODO,Sidoarjo,Jawa Timur
PT DAUN HIJAU NUSINDO,JL. BARATAJAYA IX NO. 42,Kota Surabaya,Jawa Timur
PT DAUN HIJAU NUSINDO,"JL.BARATAJAYAIXNO.42RT.003RW.005KEL.BARATAJAYA,KEC.GUBENG",Kota Surabaya,Jawa Timur
PT DAUN HIJAU NUSINDO,BARATAJAYA IX NO.42 RT.003 RW.005,Kota Surabaya,Jawa Timur
PT DAUN HIJAU NUSINDO SURABAYA SURABAYA,JL. BARATA JAYA IX NO. 42 SURABAYA TL.031-99453710; 081524608178,Kota Surabaya,Jawa Timur
PT DAYA ANUGERAH DEWATASAKTI,"Komplek Pergudangan 88 Blok A-16, Kel. Pabean, Kec. Sedati Kab. Sidoarjo",Sidoarjo,Jawa Timur
PT DAYA FARMA ABADI 16P SO,JL. BASUKI RAHMAD NO. 17 RT. 3 RW. 3 KEBONSARI,Tuban,Jawa Timur
PT DELTA SURYA HUSADA,JL PAHLAWAN NO.9-SIDOARJO,Sidoarjo,Jawa Timur
PT DELTA SURYA HUSADA,JL. PAHLAWAN NO 9,Sidoarjo,Jawa Timur
PT DELTA SURYA HUSADA,JL.PAHLAWAN NO.9 SIDOARJO,Sidoarjo,Jawa Timur
PT DELTA SURYA HUSADA RS DELTA SURYA,JL. PAHLAWAN NO. 9 JATI SIDOARJO 61226,Sidoarjo,Jawa Timur
PT DELTA SURYA HUSADA SDO,JL.PAHLAWAN,Sidoarjo,Jawa Timur
PT DELTA SURYA HUSADA SIDOARJO SIDOARJO,JL.PAHLAWAN NO:9 - SIDOARJO,Sidoarjo,Jawa Timur
PT DELTA WINASHA,PERUM JAYA HARMONI BLOK 1 NO 20 JL. KESATRIAN BUDURAN SIDOARJO,Sidoarjo,Jawa Timur
PT DELTA WINASHA,PRM JAYA HARMONI BLOK I 20 JL.KESATRIAN 16 04BUDURAN-SIDAORJO,Sidoarjo,Jawa Timur
PT DELTA WINASHA,"PERUM JAYA HARMONI BLOK I NO.20, JL. KESATRIAN DESA SIDOKEPUNG, KEC. BUDURAN, KAB. SIDOARJO JAWA TIMURINDONESIA",Sidoarjo,Jawa Timur
PT DELTA WINASHA,PERUM JAYA HARMONI BLOK 1 NO.20,Sidoarjo,Jawa Timur
PT DISTRIBUSI ANUGERAH NUSANTARA CAB. SIDOARJO,JL. RAYA KLETEK NO. 169B DS. KLETEK KEC. TAMAN KAB. SIDOARJO SIDOARJO,Sidoarjo,Jawa Timur
PT DUAPUTRA JAYA MANDIRI,JL. GRAHA INDAH NO.99C,Kota Samarinda,Kalimantan Timur
PT DUAPUTRA JAYA MANDIRI,JL.GRAHAINDAHNO.99C,Kota Samarinda,Kalimantan Timur
PT DUTA DWISARANA PRIMA,"JL. TAMAN BOROBUDUR SELATAN NO.1 LOWOKWARU, KOTA MALANG 65141",Kota Malang,Jawa Timur
PT DUTA FARMA MEDIKA,JL.SOA BALI SK11/38 RT2 RW1 SILALE NUSAIWE-AMBON MALUKU,Kota Ambon,Maluku
PT DUTA FARMA MEDIKA,JL. SOA BALI SK 11/38,Kota Ambon,Maluku
PT DUTA FARMA MEDIKA CABANG MANOKWARI,"JL.TRIKORA WOSI NO.631, KEL.WOSI KEC. MANOKWARI",Manokwari,Papua Barat
PT DWI KARYA SEJAHTERA,"Jl. Kapten Abdul Latief, Bulusari",Sukoharjo,Jawa Tengah
PT EFFATA FAJAR ANUGERAH,"JL. RUNGKUT ASRI BARAT I/25 RT.01 RW.12 RUNGKUT KIDUL, RUNGKUT 60293",Kota Surabaya,Jawa Timur
PT EKKLESIA INDAH FARMA,Jl. Raya Darmo Permai Timur No. 18 J Surabaya,Kota Surabaya,Jawa Timur
PT ELANG MAKMUR NIAGA,JL. PENJARINGAN SARI PS IJ / 42 SURAB AYA TL. 031-8722435;,Kota Surabaya,Jawa Timur
PT ELANG MAKMUR NIAGA,"JL. PENJARINGAN SARI PS 1J/42,KEL.PENJARINGANSARI KEC. RUNGKUT",Kota Surabaya,Jawa Timur
PT ELANG MAKMUR NIAGA,JL. PENJARINGAN SARI PS 1J/42,Kota Surabaya,Jawa Timur
PT ELANG MAKMUR NIAGA,PENJARINGANSARI PS I J/42 PENJARINGAN SARI - RUNGKUT SURABAYA,Kota Surabaya,Jawa Timur
PT ELANG MAKMUR NIAGA,PENJARINGANSARI PS I J/42,Kota Surabaya,Jawa Timur
